product_category_name_english,customer_city,deal_per_location_category
telephony,barra de santo antonio,2
watches_gifts,barra de santa rosa,2
watches_gifts,barra de guabiraba,2
sports_leisure,barra,2
furniture_decor,barao de cotegipe,2
health_beauty,bandeirantes do tocantins,2
kitchen_dining_laundry_garden_furniture,baldim,2
furniture_decor,baianopolis,2
telephony,avelino lopes,2
computers_accessories,aurea,2
bed_bath_table,augusto pestana,2
furniture_living_room,ataleia,2
furniture_decor,aruana,2
baby,arroio do tigre,2
health_beauty,arraias,2
,armazem,2
baby,areia,2
garden_tools,aratuba,2
stationery,araripe,2
construction_tools_construction,ararica,2
home_confort,arari,2
sports_leisure,araponga,2
health_beauty,arapei,2
baby,aramari,2
computers_accessories,araguapaz,2
furniture_decor,aracitaba,2
health_beauty,aquiraz,2
watches_gifts,apuiares,2
cool_stuff,aparecida de sao manuel,2
telephony,antonio pereira,2
fashion_bags_accessories,antonio cardoso,2
furniture_decor,antonina do norte,2
telephony,anitapolis,2
sports_leisure,anastacio,2
computers_accessories,anage,2
telephony,anadia,2
bed_bath_table,ametista do sul,2
watches_gifts,amaraji,2
office_furniture,alvorada d'oeste,2
furniture_decor,alvaro de carvalho,2
sports_leisure,alvarenga,2
watches_gifts,alto rio novo,2
baby,alto parana,2
computers,alto paraiso,2
cool_stuff,alto garcas,2
home_confort,alto caparao,2
auto,altinho,2
small_appliances,altamira do parana,2
baby,alpercata,2
watches_gifts,almas,2
auto,alhandra,2
toys,alfredo wagner,2
fashion_male_clothing,alexandrita,2
fashion_bags_accessories,alexandria,2
telephony,alcantara,2
sports_leisure,alagoinha,2
housewares,ajuricaba,2
health_beauty,aguia branca,2
housewares,aguas de sao pedro,2
garden_tools,agua santa,2
construction_tools_construction,agua doce,2
watches_gifts,agua comprida,2
auto,agua clara,2
telephony,agronomica,2
health_beauty,afranio,2
garden_tools,acegua,2
sports_leisure,acaiaca,2
health_beauty,abrantes,2
bed_bath_table,abdon batista,2
watches_gifts,abare,2
telephony,abaira,2
auto,abaiara,2
health_beauty,xexeu,1
auto,wenceslau guimaraes,1
baby,wagner,1
health_beauty,vitorinos,1
fashion_bags_accessories,vitorino,1
consoles_games,vitoria do jari,1
sports_leisure,vista alegre,1
watches_gifts,viseu,1
sports_leisure,virginia,1
toys,vila reis,1
bed_bath_table,vila pereira,1
health_beauty,vila nova do sul,1
furniture_decor,vila flor,1
telephony,vila bela da santissima trindade,1
health_beauty,vieiras,1
telephony,vicosa do ceara,1
home_appliances_2,vicentina,1
,vicente dutra,1
cool_stuff,vespasiano correa,1
sports_leisure,vertentes,1
telephony,vermelho novo,1
computers_accessories,vermelho,1
auto,venda branca,1
garden_tools,varzedo,1
home_appliances,varzea nova,1
perfumery,varzea do poco,1
sports_leisure,varzea,1
bed_bath_table,vargem grande do soturno,1
bed_bath_table,vargem grande,1
toys,vargeao,1
stationery,vanini,1
telephony,vale do sol,1
bed_bath_table,valao do barro,1
cool_stuff,urucuia,1
bed_bath_table,urucania,1
health_beauty,uruburetama,1
telephony,uruana de minas,1
health_beauty,unistalda,1
,uniao dos palmares,1
fashion_shoes,uniao do sul,1
telephony,uniao do oeste,1
toys,uniao da serra,1
toys,uniao,1
computers_accessories,umburatiba,1
auto,umburanas,1
health_beauty,ulianopolis,1
furniture_living_room,ubirajara,1
computers_accessories,ubai,1
,turvelandia,1
watches_gifts,tururu,1
electronics,tupassi,1
telephony,tuparece,1
furniture_decor,tunapolis,1
watches_gifts,tumiritinga,1
watches_gifts,tuiuti,1
telephony,trombas,1
health_beauty,treviso,1
computers_accessories,tres forquilhas,1
costruction_tools_garden,travesseiro,1
toys,traipu,1
telephony,tracuateua,1
telephony,trabiju,1
telephony,tome-acu,1
garden_tools,tocos do moji,1
computers_accessories,tiradentes do sul,1
garden_tools,tibau do sul,1
cool_stuff,terra nova,1
computers_accessories,termas de ibira,1
bed_bath_table,terezinha,1
stationery,teresina de goias,1
computers_accessories,terenos,1
sports_leisure,tenente ananias,1
telephony,telha,1
fashion_bags_accessories,teixeira,1
auto,tecainda,1
furniture_decor,tavares,1
furniture_decor,taquarucu do sul,1
cool_stuff,taquarana,1
sports_leisure,tapurah,1
garden_tools,tapinas,1
drinks,taperuaba,1
health_beauty,tapera,1
computers_accessories,taparuba,1
sports_leisure,tangara,1
toys,tamboara,1
fashion_bags_accessories,tamandare,1
bed_bath_table,taiacu,1
garden_tools,tacuru,1
computers_accessories,tabuleiro do norte,1
telephony,taboquinhas,1
health_beauty,suzanapolis,1
toys,sulina,1
bed_bath_table,sobralia,1
telephony,siriji,1
home_appliances,simplicio mendes,1
housewares,simao pereira,1
computers_accessories,silveira carvalho,1
auto,silvanopolis,1
cool_stuff,silvano,1
health_beauty,severiano melo,1
fashion_bags_accessories,sete de setembro,1
home_appliances,sertao santana,1
perfumery,serranopolis de minas,1
perfumery,serra dos dourados,1
computers_accessories,serra do salitre,1
bed_bath_table,serra branca,1
office_furniture,serra bonita,1
housewares,serra azul,1
christmas_supplies,serio,1
perfumery,sento se,1
furniture_decor,senhora dos remedios,1
health_beauty,senador salgado filho,1
fixed_telephony,senador la rocque,1
books_general_interest,senador jose porfirio,1
sports_leisure,selbach,1
furniture_decor,sede alvorada,1
telephony,sebastiao leal,1
housewares,saubara,1
consoles_games,satiro dias,1
bed_bath_table,sarutaia,1
bed_bath_table,sardoa,1
bed_bath_table,sao vitor,1
auto,sao sebastiao do paraiba,1
sports_leisure,sao sebastiao de campos,1
garden_tools,sao sebastiao da serra,1
sports_leisure,sao sebastiao da amoreira,1
electronics,sao rafael,1
fashion_shoes,sao pedro do sul,1
auto,sao pedro do iguacu,1
health_beauty,sao pedro do butia,1
perfumery,sao pedro da agua branca,1
health_beauty,sao patricio,1
,sao nicolau,1
auto,sao miguel do cambui,1
auto,sao miguel do aleixo,1
office_furniture,sao miguel das matas,1
furniture_decor,sao mateus de minas,1
fashion_bags_accessories,sao mamede,1
cool_stuff,sao luiz do norte,1
sports_leisure,sao lourenco do piaui,1
sports_leisure,sao jose dos cordeiros,1
bed_bath_table,sao jose do xingu,1
bed_bath_table,sao jose do serido,1
electronics,sao jose do ribeirao,1
computers_accessories,sao jose do piaui,1
bed_bath_table,sao jose do inhacora,1
telephony,sao jose do campestre,1
fashion_bags_accessories,sao jose da tapera,1
cool_stuff,sao jose da boa vista,1
health_beauty,sao jorge do oeste,1
bed_bath_table,sao jorge d'oeste,1
computers_accessories,sao jorge,1
stationery,sao joaquim do monte,1
health_beauty,sao joao do sobrado,1
housewares,sao joao do sabugi,1
telephony,sao joao do itaperiu,1
telephony,sao joao de petropolis,1
cool_stuff,sao joao da urtiga,1
housewares,sao joao da ponte,1
toys,sao joao da parauna,1
auto,sao goncalo do rio das pedras,1
auto,sao geraldo do baguari,1
health_beauty,sao francisco do humaita,1
home_appliances,sao francisco do gloria,1
computers_accessories,sao francisco do brejao,1
perfumery,sao fernando,1
telephony,sao felix de minas,1
computers_accessories,sao felix,1
sports_leisure,sao domingos do araguaia,1
furniture_decor,sao desiderio,1
cool_stuff,sao cristovao do sul,1
computers_accessories,sao clemente,1
furniture_decor,sao carlos do ivai,1
furniture_decor,sao bras,1
perfumery,sao bonifacio,1
sports_leisure,sao bernardino,1
auto,sao bento abade,1
health_beauty,sao bentinho,1
fixed_telephony,sao benedito do sul,1
computers_accessories,sao benedito do rio preto,1
computers_accessories,santo inacio,1
computers_accessories,santo hipolito,1
cool_stuff,santo expedito do sul,1
telephony,santo expedito,1
watches_gifts,santo antonio dos campos,1
home_appliances,santo antonio do taua,1
christmas_supplies,santo antonio do rio abaixo,1
furniture_decor,santo antonio do planalto,1
luggage_accessories,santo antonio do leverger,1
bed_bath_table,santo antonio do leste,1
toys,santo antonio do canaa,1
bed_bath_table,santo antonio do aventureiro,1
telephony,santo antonio do aracangua,1
baby,santo antonio de goias,1
health_beauty,santo antonio das queimadas,1
electronics,santo amaro das brotas,1
luggage_accessories,santana do sobrado,1
garden_tools,santana do itarare,1
sports_leisure,santana do ipanema,1
audio,santana do deserto,1
telephony,santana do capivari,1
computers_accessories,santana de pirapama,1
computers_accessories,santa salete,1
bed_bath_table,santa rosa do sul,1
garden_tools,santa rita do itueto,1
telephony,santa rita de jacutinga,1
stationery,santa rita da floresta,1
health_beauty,santa quiteria do maranhao,1
consoles_games,santa maria do salto,1
sports_leisure,santa maria do herval,1
health_beauty,santa luzia do parua,1
sports_leisure,santa luzia do norte,1
bed_bath_table,santa leopoldina,1
toys,santa isabel do rio preto,1
health_beauty,santa filomena,1
health_beauty,santa fe de minas,1
toys,santa cruz do timbo,1
cool_stuff,santa cruz do piaui,1
health_beauty,santa clara d'oeste,1
perfumery,santa cecilia do pavao,1
fashion_shoes,santa brigida,1
office_furniture,santa barbara do para,1
health_beauty,santa amelia,1
musical_instruments,sanga puita,1
watches_gifts,sandolandia,1
cool_stuff,sambaiba,1
housewares,salvador do sul,1
computers,salto grande,1
watches_gifts,salto do itarare,1
garden_tools,salobro,1
sports_leisure,salinas da margarida,1
toys,sacra familia do tingua,1
watches_gifts,saboeiro,1
fashion_underwear_beach,sabaudia,1
housewares,rubineia,1
books_technical,rubelita,1
watches_gifts,rosario do ivai,1
auto,rosario,1
watches_gifts,romelandia,1
bed_bath_table,riversul,1
sports_leisure,rio rufino,1
fashion_bags_accessories,rio grande do piaui,1
market_place,rio espera,1
luggage_accessories,rio dos indios,1
luggage_accessories,rio dos cedros,1
industry_commerce_and_business,rincao,1
electronics,ribeiropolis,1
bed_bath_table,ribeiro junqueira,1
fashion_bags_accessories,ribeirao cascalheira,1
auto,ribeira do amparo,1
telephony,ribas do rio pardo,1
bed_bath_table,riachuelo,1
watches_gifts,riacho de santo antonio,1
perfumery,riacho da cruz,1
furniture_decor,retirolandia,1
cool_stuff,ressaquinha,1
electronics,reserva do iguacu,1
computers_accessories,remigio,1
computers_accessories,redencao da serra,1
bed_bath_table,ravena,1
auto,rancho alegre d'oeste,1
electronics,rancho alegre,1
health_beauty,rainha do mar,1
construction_tools_safety,quipapa,1
furniture_decor,quilometro 14 do mutum,1
bed_bath_table,querencia do norte,1
computers_accessories,queixada,1
fashion_male_clothing,queiroz,1
computers_accessories,quatro pontes,1
watches_gifts,quatituba,1
watches_gifts,puxinana,1
cool_stuff,purilandia,1
fashion_bags_accessories,pureza,1
sports_leisure,pugmil,1
fixed_telephony,prudencio thomaz,1
cool_stuff,progresso,1
health_beauty,presidente nereu,1
telephony,presidente lucena,1
telephony,presidente juscelino,1
computers_accessories,presidente janio quadros,1
telephony,presidente castello branco,1
sports_leisure,pratapolis,1
garden_tools,pranchita,1
consoles_games,praia norte,1
luggage_accessories,pouso novo,1
furniture_decor,porto rico,1
telephony,porto murtinho,1
furniture_decor,porto lucena,1
garden_tools,porto grande,1
perfumery,porto estrela,1
garden_tools,porto dos gauchos,1
computers_accessories,porto de pedras,1
agro_industry_and_commerce,porto alegre do norte,1
fashion_shoes,porto acre,1
watches_gifts,portela,1
computers_accessories,porteiras,1
electronics,ponto do marambaia,1
health_beauty,ponto belo,1
garden_tools,pontes gestal,1
bed_bath_table,ponte alta do norte,1
stationery,pontao,1
watches_gifts,pombos,1
stationery,polo petroquimico de triunfo,1
telephony,poco de pedra,1
housewares,pocao de pedras,1
telephony,pocao,1
toys,planaltina do parana,1
computers_accessories,pium,1
small_appliances,pitimbu,1
health_beauty,pitanga de estrada,1
computers,pirpirituba,1
telephony,pires ferreira,1
auto,piratini,1
bed_bath_table,pirapo,1
telephony,pirambu,1
bed_bath_table,pirajuba,1
sports_leisure,pirai do norte,1
computers_accessories,piracema,1
bed_bath_table,piquerobi,1
garden_tools,pio xii,1
luggage_accessories,pio ix,1
health_beauty,pinto bandeira,1
garden_tools,pinhotiba,1
electronics,pinhal da serra,1
,pingo-d'agua,1
garden_tools,pindoretama,1
computers_accessories,picarras,1
housewares,picada cafe,1
perfumery,piao,1
garden_tools,pianco,1
cool_stuff,piacu,1
housewares,piacatu,1
telephony,pescador,1
sports_leisure,perola independente,1
watches_gifts,perobal,1
,peri mirim,1
bed_bath_table,pereiras,1
cool_stuff,pequizeiro,1
housewares,pequi,1
computers_accessories,peixe,1
health_beauty,pedro velho,1
sports_leisure,pedro gomes,1
bed_bath_table,pedras altas,1
health_beauty,pedrao,1
auto,pedranopolis,1
sports_leisure,pedra menina,1
baby,pedra lavrada,1
cool_stuff,pedra do indaia,1
bed_bath_table,pavao,1
furniture_decor,paulistania,1
agro_industry_and_commerce,paulino neves,1
bed_bath_table,paula candido,1
sports_leisure,patis,1
garden_tools,passagem,1
garden_tools,passa tempo,1
cool_stuff,parnarama,1
health_beauty,parisi,1
health_beauty,paripueira,1
agro_industry_and_commerce,pareci novo,1
garden_tools,paranhos,1
garden_tools,paranapoema,1
computers_accessories,paraju,1
telephony,paraiso do sul,1
telephony,paraiso das aguas,1
office_furniture,pancas,1
cool_stuff,palmopolis,1
cool_stuff,palminopolis,1
fashion_bags_accessories,palmeira d oeste,1
stationery,palmares paulista,1
toys,palhano,1
health_beauty,paineiras,1
auto,paial,1
garden_tools,padre paraiso,1
bed_bath_table,padre gonzales,1
food,pacotuba,1
electronics,ouro verde do oeste,1
housewares,ouro verde de goias,1
auto,ourizona,1
computers_accessories,ourem,1
cool_stuff,osvaldo kroeff,1
bed_bath_table,orobo,1
home_construction,orizania,1
home_construction,onda verde,1
health_beauty,olhos d'agua,1
garden_tools,oleo,1
telephony,olaria,1
electronics,oiapoque,1
telephony,novo planalto,1
telephony,novo oriente de minas,1
furniture_decor,novo mundo,1
cool_stuff,novo machado,1
baby,novo lino,1
computers_accessories,novo jardim,1
housewares,novo cabrais,1
bed_bath_table,novo brasil,1
,novo alegre,1
health_beauty,novais,1
home_appliances_2,nova vicosa,1
bed_bath_table,nova ubirata,1
bed_bath_table,nova timboteua,1
sports_leisure,nova santa barbara,1
baby,nova roma do sul,1
bed_bath_table,nova roma,1
health_beauty,nova resende,1
telephony,nova redencao,1
furniture_decor,nova padua,1
audio,nova luzitania,1
auto,nova laranjeiras,1
market_place,nova lacerda,1
health_beauty,nova independencia,1
furniture_mattress_and_upholstery,nova guataporanga,1
housewares,nova guarita,1
office_furniture,nova floresta,1
perfumery,nova esperanca do sudoeste,1
watches_gifts,nova esperanca do piria,1
health_beauty,nova crixas,1
construction_tools_construction,nova brescia,1
bed_bath_table,nova boa vista,1
cool_stuff,nova araca,1
health_beauty,nova america da colina,1
computers_accessories,nova america,1
housewares,nossa senhora de lourdes,1
watches_gifts,nossa senhora das dores,1
baby,nortelandia,1
housewares,nobres,1
consoles_games,neopolis,1
telephony,nazare da mata,1
sports_leisure,natividade da serra,1
furniture_decor,natercia,1
perfumery,nantes,1
fashion_shoes,nacip raydan,1
sports_leisure,mutunopolis,1
musical_instruments,mutum parana,1
cool_stuff,mussurepe,1
electronics,murucupi,1
housewares,muritiba,1
housewares,murici,1
,muliterno,1
baby,mucuge,1
bed_bath_table,mucambo,1
toys,mossamedes,1
computers_accessories,morro vermelho,1
luggage_accessories,morro redondo,1
auto,morro do pilar,1
health_beauty,morro do ferro,1
cool_stuff,morro da garca,1
home_appliances,morro agudo de goias,1
telephony,montividiu do norte,1
furniture_decor,monteiropolis,1
garden_tools,monte santo,1
cool_stuff,monte bonito,1
industry_commerce_and_business,monte alverne,1
home_appliances,monte alegre de sergipe,1
health_beauty,montanhas,1
health_beauty,montadas,1
perfumery,monsenhor paulo,1
cool_stuff,moncao,1
housewares,mombaca,1
auto,moema,1
pet_shop,moeda,1
fashion_underwear_beach,mocajuba,1
stationery,missi,1
auto,missao velha,1
fashion_bags_accessories,miravania,1
computers_accessories,mirante da serra,1
health_beauty,miranda do norte,1
cool_stuff,miraguai,1
health_beauty,miradouro,1
perfumery,mira estrela,1
christmas_supplies,ministro andreazza,1
sports_leisure,minduri,1
fixed_telephony,minas do leao,1
watches_gifts,mimoso de goias,1
sports_leisure,messias targino,1
sports_leisure,meridiano,1
consoles_games,medicilandia,1
furniture_decor,mauriti,1
health_beauty,matriz de camaragibe,1
sports_leisure,matoes,1
luggage_accessories,mato rico,1
musical_instruments,mata,1
baby,martinesia,1
baby,marques de souza,1
auto,mariopolis,1
cool_stuff,marilena,1
bed_bath_table,marilandia do sul,1
small_appliances_home_oven_and_coffee,mariental,1
computers_accessories,maribondo,1
computers_accessories,mariano moro,1
health_beauty,marechal deodoro,1
electronics,marcos parente,1
perfumery,marcelino vieira,1
stationery,maranhaozinho,1
health_beauty,maquine,1
fashion_bags_accessories,mansidao,1
sports_leisure,manoel urbano,1
sports_leisure,manfrinopolis,1
health_beauty,manaira,1
home_appliances,mampituba,1
home_confort,mamonas,1
health_beauty,malhador,1
perfumery,major porto,1
,mairipotaba,1
baby,maiquinique,1
watches_gifts,magalhaes de almeida,1
telephony,mae d'agua,1
cool_stuff,madalena,1
watches_gifts,macuco de minas,1
cool_stuff,macuco,1
pet_shop,machados,1
musical_instruments,machadinho,1
sports_leisure,macambira,1
watches_gifts,luziapolis,1
baby,lutecia,1
sports_leisure,luis correia,1
stationery,lucena,1
computers,loreto,1
health_beauty,livramento,1
toys,lindolfo collor,1
electronics,lindoia do sul,1
telephony,liberato salzano,1
electronics,leopolis,1
musical_instruments,leopoldo de bulhoes,1
telephony,leoberto leal,1
sports_leisure,lebon regis,1
toys,lavrinhas,1
sports_leisure,laranja da terra,1
computers_accessories,lamim,1
watches_gifts,lamarao,1
telephony,lajeado grande,1
watches_gifts,laje do muriae,1
,lagoinha do piaui,1
home_construction,lagoao,1
furniture_decor,lagoa salgada,1
furniture_decor,lagoa real,1
auto,lagoa dos tres cantos,1
cool_stuff,lagoa dos patos,1
perfumery,lagoa do piaui,1
computers_accessories,lagoa do mato,1
watches_gifts,lagoa de velhos,1
health_beauty,lagoa de sao francisco,1
bed_bath_table,lagoa da canoa,1
telephony,lagoa d'anta,1
health_beauty,lagoa,1
health_beauty,lago verde,1
health_beauty,jussiape,1
bed_bath_table,juruti,1
telephony,juru,1
furniture_living_room,juripiranga,1
electronics,jurema,1
health_beauty,jucas,1
furniture_decor,joselandia,1
sports_leisure,jose da penha,1
telephony,joaquim pires,1
fashion_bags_accessories,joao dourado,1
health_beauty,joaima,1
watches_gifts,jiquirica,1
computers_accessories,jeriquara,1
auto,jerico,1
watches_gifts,jequeri,1
sports_leisure,jenipapo de minas,1
bed_bath_table,jaupaci,1
food,jaua,1
garden_tools,jardim olinda,1
health_beauty,jardim de piranhas,1
telephony,jardim abc de goias,1
electronics,jaquirana,1
furniture_decor,japoata,1
kitchen_dining_laundry_garden_furniture,japi,1
cool_stuff,japaratuba,1
auto,japaraiba,1
perfumery,janduis,1
telephony,jampruca,1
housewares,jamapara,1
computers_accessories,jamaica,1
health_beauty,jaguaribara,1
bed_bath_table,jaguarembe,1
,jaguaracu,1
small_appliances,jaguapita,1
housewares,jacuizinho,1
telephony,jacuipe,1
fashion_bags_accessories,jacareacanga,1
,jacarau,1
sports_leisure,ivora,1
furniture_decor,itutinga,1
health_beauty,itupiranga,1
auto,itiquira,1
computers_accessories,itatiba do sul,1
bed_bath_table,itarema,1
baby,itaporanga d'ajuda,1
signaling_and_security,itape,1
pet_shop,itaparica,1
office_furniture,itapage,1
home_confort,itanhem,1
bed_bath_table,itanhanga,1
telephony,itaju do colonia,1
fixed_telephony,itaicaba,1
baby,itaguari,1
health_beauty,itaguacu da bahia,1
luggage_accessories,itagimirim,1
auto,itacurussa,1
sports_leisure,itabirinha,1
fashion_bags_accessories,itabi,1
bed_bath_table,itaara,1
telephony,isaias coelho,1
auto,iretama,1
costruction_tools_garden,ipupiara,1
furniture_decor,ipuiuna,1
cool_stuff,ipueira,1
market_place,ipiranga do sul,1
stationery,ipiranga do norte,1
auto,ipiranga de goias,1
sports_leisure,ipecaeta,1
toys,ipaumirim,1
bed_bath_table,iomere,1
housewares,inocencia,1
watches_gifts,inhuma,1
watches_gifts,ingai,1
health_beauty,inga,1
watches_gifts,indiaroba,1
telephony,independencia,1
bed_bath_table,ilicinea,1
watches_gifts,ilha grande,1
auto,ilha dos valadares,1
telephony,igrapiuna,1
bed_bath_table,igaratinga,1
telephony,igarape-miri,1
watches_gifts,igarape-acu,1
fashion_bags_accessories,igapora,1
baby,icatu,1
computers_accessories,icaraima,1
audio,ibitiuva,1
garden_tools,ibitita,1
health_beauty,ibitira,1
office_furniture,ibitioca,1
health_beauty,ibitiara,1
perfumery,ibirapua,1
cool_stuff,ibiracatu,1
sports_leisure,ibipeba,1
telephony,ibicuitinga,1
watches_gifts,ibiara,1
watches_gifts,ibiajara,1
computers_accessories,ibertioga,1
furniture_decor,ibema,1
furniture_decor,ibarama,1
bed_bath_table,iaras,1
luggage_accessories,humildes,1
cool_stuff,humberto de campos,1
home_confort,hulha negra,1
furniture_decor,herveiras,1
toys,heliopolis,1
auto,guzolandia,1
cool_stuff,guiricema,1
garden_tools,guinda,1
watches_gifts,guimaraes,1
telephony,guia lopes da laguna,1
telephony,guatapara,1
computers_accessories,guassusse,1
bed_bath_table,guaraquecaba,1
toys,guarapua,1
furniture_decor,guapirama,1
office_furniture,guape,1
housewares,guamiranga,1
garden_tools,guabiju,1
office_furniture,grupiara,1
watches_gifts,groairas,1
sports_leisure,gramado xavier,1
cool_stuff,gramado dos loureiros,1
cool_stuff,graccho cardoso,1
computers_accessories,governador mangabeira,1
home_construction,governador eugenio barros,1
watches_gifts,governador dix-sept rosado,1
telephony,gongogi,1
computers_accessories,goncalves dias,1
pet_shop,goiandira,1
cool_stuff,godoy moreira,1
toys,glaura,1
consoles_games,girau do ponciano,1
home_construction,gilbues,1
auto,gentio do ouro,1
computers_accessories,general maynard,1
stationery,general camara,1
market_place,garruchos,1
health_beauty,galvao,1
baby,galinhos,1
cool_stuff,galia,1
bed_bath_table,gabriel monteiro,1
perfumery,frutuoso gomes,1
furniture_decor,frei rogerio,1
furniture_decor,frei gaspar,1
computers_accessories,francisco santos,1
perfumery,francisco dantas,1
cool_stuff,fragosos,1
electronics,foz do jordao,1
watches_gifts,fortim,1
baby,fortaleza dos valos,1
furniture_decor,formosa do oeste,1
health_beauty,formosa da serra negra,1
cool_stuff,fontoura xavier,1
bed_bath_table,fonseca,1
sports_leisure,florinia,1
baby,florida,1
fashion_male_clothing,floresta do araguaia,1
telephony,flores de goias,1
furniture_decor,florania,1
baby,flora rica,1
sports_leisure,filadelfia,1
health_beauty,ferreiros,1
watches_gifts,fernao,1
bed_bath_table,fenix,1
luggage_accessories,feliz natal,1
construction_tools_construction,felixlandia,1
furniture_decor,felisburgo,1
,felipe guerra,1
sports_leisure,felicio dos santos,1
furniture_decor,faxinalzinho,1
garden_tools,farol,1
perfumery,fagundes,1
perfumery,ewbank da camara,1
housewares,eugenio de castro,1
audio,estrela velha,1
bed_bath_table,estrela do sul,1
furniture_decor,estrela d'oeste,1
bed_bath_table,estrela d oeste,1
furniture_decor,estiva,1
sports_leisure,estevao de araujo,1
watches_gifts,esmeralda,1
sports_leisure,erico cardoso,1
cool_stuff,erere,1
cool_stuff,erebango,1
sports_leisure,epitaciolandia,1
health_beauty,entre folhas,1
musical_instruments,engenheiro navarro,1
health_beauty,embauba,1
furniture_decor,elisiario,1
perfumery,duere,1
electronics,duas barras,1
telephony,doutor camargo,1
furniture_decor,douradina,1
perfumery,dores de guanhaes,1
computers_accessories,dona emma,1
cool_stuff,dom macedo costa,1
watches_gifts,dom joaquim,1
computers_accessories,dom cavati,1
health_beauty,dois riachos,1
health_beauty,doce grande,1
toys,divisa nova,1
sports_leisure,divinopolis do tocantins,1
fashion_bags_accessories,divinopolis de goias,1
furniture_living_room,divino de sao lourenco,1
health_beauty,divino das laranjeiras,1
cool_stuff,divinesia,1
computers_accessories,dias d avila,1
stationery,diamante d'oeste,1
luggage_accessories,dezesseis de novembro,1
fashion_bags_accessories,desterro do melo,1
sports_leisure,desterro de entre rios,1
auto,desterro,1
fashion_bags_accessories,desembargador otoni,1
pet_shop,demerval lobao,1
computers_accessories,delfim moreira,1
watches_gifts,curral de cima,1
stationery,cupira,1
bed_bath_table,cujubim,1
health_beauty,cuite velho,1
cool_stuff,cruzeiro do iguacu,1
housewares,crucilandia,1
perfumery,crominia,1
health_beauty,croata,1
construction_tools_safety,cristinapolis,1
sports_leisure,cravolandia,1
sports_leisure,cotipora,1
perfumery,cotegipe,1
auto,corumbatai do sul,1
watches_gifts,correntes,1
computers_accessories,corrego fundo,1
electronics,corrego do ouro,1
bed_bath_table,coronel sapucaia,1
watches_gifts,coronel pacheco,1
computers_accessories,coronel joao pessoa,1
health_beauty,coronel freitas,1
stationery,coronel domingos soares,1
telephony,coreau,1
musical_instruments,cordeiros,1
stationery,coracao de maria,1
stationery,coqueiros do sul,1
toys,contenda,1
health_beauty,constantina,1
sports_leisure,conselheiro mairinck,1
perfumery,conrado,1
garden_tools,conquista d'oeste,1
sports_leisure,confins,1
perfumery,condeuba,1
watches_gifts,conceicao do formoso,1
health_beauty,conceicao do caninde,1
tablets_printing_image,conceicao do almeida,1
telephony,conceicao da ibitipoca,1
watches_gifts,comercinho,1
watches_gifts,combinado,1
stationery,coite do noia,1
bed_bath_table,coimbra,1
bed_bath_table,cocos,1
computers_accessories,cocalzinho de goias,1
stationery,cocais,1
health_beauty,coari,1
garden_tools,claro dos pocoes,1
health_beauty,claraval,1
industry_commerce_and_business,ciriaco,1
auto,cipo-guacu,1
garden_tools,cipo,1
garden_tools,chorrocho,1
watches_gifts,chorozinho,1
cool_stuff,chiapetta,1
housewares,chaval,1
home_construction,charrua,1
cool_stuff,cha grande,1
sports_leisure,cha de alegria,1
sports_leisure,cezarina,1
housewares,cerro grande,1
garden_tools,cerrito,1
bed_bath_table,cerejeiras,1
watches_gifts,centro novo do maranhao,1
telephony,centralina,1
perfumery,central de santa helena,1
books_general_interest,central,1
cool_stuff,centenario,1
bed_bath_table,ceilandia,1
pet_shop,cedro do abaete,1
auto,cedro,1
,caxingo,1
pet_shop,caxambu do sul,1
computers_accessories,castanheiras,1
computers_accessories,cassia dos coqueiros,1
luggage_accessories,caseiros,1
construction_tools_construction,cascalho rico,1
cool_stuff,carnauba dos dantas,1
furniture_decor,carmolandia,1
auto,carmesia,1
watches_gifts,caridade,1
telephony,caraibas,1
health_beauty,caracol,1
perfumery,capoeiras,1
home_appliances_2,capivari do sul,1
watches_gifts,capitao andrade,1
home_appliances,capistrano,1
bed_bath_table,capela nova,1
bed_bath_table,capela do alto alegre,1
furniture_decor,caparao,1
furniture_decor,canudos,1
home_appliances_2,canto do buriti,1
watches_gifts,cantanhede,1
furniture_decor,candeias do jamari,1
bed_bath_table,candeal,1
furniture_decor,canapi,1
health_beauty,canaa,1
garden_tools,campos verdes,1
watches_gifts,campo grande do piaui,1
musical_instruments,campo do tenente,1
furniture_decor,campo do brito,1
industry_commerce_and_business,campo bonito,1
bed_bath_table,campo azul,1
computers_accessories,campo alegre de minas,1
cool_stuff,campo alegre de lourdes,1
watches_gifts,campinacu,1
telephony,cambiasca,1
health_beauty,camacho,1
garden_tools,calmon,1
health_beauty,caldeirao grande do piaui,1
health_beauty,caldas do jorro,1
auto,caldas brandao,1
telephony,calcado,1
bed_bath_table,cajuri,1
furniture_decor,cajueiro,1
telephony,cajari,1
cool_stuff,cajapio,1
health_beauty,cairu,1
telephony,caicara do norte,1
bed_bath_table,caetes,1
health_beauty,caem,1
computers_accessories,cacimbinhas,1
cool_stuff,cachoeira do brumado,1
furniture_decor,cacaulandia,1
computers_accessories,cabixi,1
telephony,cabeceiras,1
computers_accessories,cabaceiras do paraguacu,1
housewares,buriti do tocantins,1
telephony,buriti alegre,1
telephony,buique,1
air_conditioning,bugre,1
health_beauty,brotas de macaubas,1
health_beauty,britania,1
auto,breves,1
telephony,brejolandia,1
